Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MW626419,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892587-001,Severe acute respiratory syndrome-related coronavirus,29802,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW626420,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892588-001,Severe acute respiratory syndrome-related coronavirus,29797,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW626421,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892589-001,Severe acute respiratory syndrome-related coronavirus,29802,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW626422,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892590-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW626423,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892591-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW626424,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892592-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW626425,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892594-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW626426,Severe acute respiratory syndrome coronavirus 2,"Zhang,J., Li,Y., Lynch,B., Tao,Y., Queen,K., Montmayeur,A., Uehara,A., Cook,P., Ng,H.J., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-18T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,WI-CDC-3892596-001,Severe acute respiratory syndrome-related coronavirus,29794,complete,USA,USA,,Neogale vison,oronasopharynx,2020-10-13
MW605100,Severe acute respiratory syndrome coronavirus 2,"Rainey,A., Bisesi,S.E., Loeb,J.C., Maurelli,A.T., Sabo-Attwood,T., Lednicky,J.A., Bisesi,J.H.","University of Florida, Environmental and Global Health",USA,2021-02-16T00:00:00Z,B.1.375,4.3/1.21/v0.1.12/0.3.18,,UF-39,Severe acute respiratory syndrome-related coronavirus,29884,complete,"USA: Florida, Levy County",USA,FL,,,2021-01-12
MW605103,Severe acute respiratory syndrome coronavirus 2,"Rainey,A., Bisesi,S.E., Loeb,J.C., Maurelli,A.T., Sabo-Attwood,T., Lednicky,J.A., Bisesi,J.H.","University of Florida, Environmental and Global Health",USA,2021-02-16T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UF-40,Severe acute respiratory syndrome-related coronavirus,29895,complete,"USA: Florida, Levy County",USA,FL,,,2020-08-12
MW562252,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886613-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562255,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886954-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,,2020-10-17
MW562257,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886875-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-16
MW562258,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886496-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562259,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886755-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562261,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886572-001,Severe acute respiratory syndrome-related coronavirus,29894,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562262,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886453-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562263,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886492-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562264,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886495-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562265,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886540-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562266,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886544-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562267,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886552-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-13
MW562268,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886602-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562269,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886603-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562270,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886624-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562271,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886641-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562272,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886648-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562273,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886693-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562274,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886694-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562275,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886707-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562276,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886709-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,feces,2020-10-14
MW562277,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886711-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,,2020-10-13
MW562278,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886712-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,,2020-10-14
MW562279,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886719-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562280,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886724-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,,2020-10-15
MW562281,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886725-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,,2020-10-16
MW562282,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886727-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562283,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886728-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562284,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886734-001,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562285,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886391-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562286,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886398-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562287,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886430-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-16
MW562288,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886759-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562289,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886765-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562290,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886772-001,Severe acute respiratory syndrome-related coronavirus,29904,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562291,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886786-001,Severe acute respiratory syndrome-related coronavirus,29910,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562292,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886793-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562293,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886800-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-15
MW562294,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886810-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-16
MW562295,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886841-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-16
MW562296,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886854-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-16
MW562297,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886865-001,Severe acute respiratory syndrome-related coronavirus,29910,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-16
MW562298,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886940-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,,2020-10-18
MW562299,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886941-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-16
MW562300,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886953-001,Severe acute respiratory syndrome-related coronavirus,29910,complete,USA,USA,,Mustela lutreola,,2020-10-16
